Trapezoid,2,1.663953e+0
Trapezoid,3,8.117354e-1
Trapezoid,4,5.365677e-1
Trapezoid,5,4.006971e-1
Trapezoid,6,3.197265e-1
Trapezoid,7,2.659765e-1
Trapezoid,8,2.276968e-1
Trapezoid,9,1.990488e-1
Trapezoid,10,1.768038e-1
Trapezoid,11,1.590309e-1
Trapezoid,12,1.445047e-1
Trapezoid,13,1.324100e-1
Trapezoid,14,1.221836e-1
Trapezoid,15,1.134235e-1
Trapezoid,16,1.058355e-1
Trapezoid,17,9.919904e-2
Trapezoid,18,9.334579e-2
Trapezoid,19,8.814478e-2
Trapezoid,20,8.349276e-2
Trapezoid,21,7.930716e-2
Trapezoid,22,7.552118e-2
Trapezoid,23,7.208020e-2
Trapezoid,24,6.893912e-2
Trapezoid,25,6.606037e-2
Trapezoid,26,6.341240e-2
Trapezoid,27,6.096853e-2
Trapezoid,28,5.870604e-2
Trapezoid,29,5.660546e-2
Trapezoid,30,5.465001e-2
Trapezoid,31,5.282515e-2
Trapezoid,32,5.111822e-2
Trapezoid,33,4.951815e-2
Trapezoid,34,4.801521e-2
Trapezoid,35,4.660081e-2
Trapezoid,36,4.526736e-2
Trapezoid,37,4.400810e-2
Trapezoid,38,4.281700e-2
Trapezoid,39,4.168868e-2
Trapezoid,40,4.061829e-2
Trapezoid,41,3.960150e-2
Trapezoid,42,3.863437e-2
Trapezoid,43,3.771335e-2
Trapezoid,44,3.683522e-2
Trapezoid,45,3.599706e-2
Trapezoid,46,3.519619e-2
Trapezoid,47,3.443018e-2
Trapezoid,48,3.369680e-2
Trapezoid,49,3.299402e-2
Trapezoid,50,3.231995e-2
Trapezoid,51,3.167287e-2
Trapezoid,52,3.105119e-2
Trapezoid,53,3.045345e-2
Trapezoid,54,2.987828e-2
Trapezoid,55,2.932444e-2
Trapezoid,56,2.879076e-2
Trapezoid,57,2.827616e-2
Trapezoid,58,2.777963e-2
Trapezoid,59,2.730023e-2
Trapezoid,60,2.683710e-2
Trapezoid,61,2.638943e-2
Trapezoid,62,2.595644e-2
Trapezoid,63,2.553743e-2
Trapezoid,64,2.513174e-2
Trapezoid,65,2.473873e-2
Trapezoid,66,2.435783e-2
Trapezoid,67,2.398847e-2
Trapezoid,68,2.363016e-2
Trapezoid,69,2.328239e-2
Trapezoid,70,2.294470e-2
Trapezoid,71,2.261667e-2
Trapezoid,72,2.229789e-2
Trapezoid,73,2.198797e-2
Trapezoid,74,2.168655e-2
Trapezoid,75,2.139328e-2
Trapezoid,76,2.110784e-2
Trapezoid,77,2.082991e-2
Trapezoid,78,2.055921e-2
Trapezoid,79,2.029545e-2
Trapezoid,80,2.003837e-2
Trapezoid,81,1.978773e-2
Trapezoid,82,1.954328e-2
Trapezoid,83,1.930479e-2
Trapezoid,84,1.907206e-2
Trapezoid,85,1.884487e-2
Trapezoid,86,1.862302e-2
Trapezoid,87,1.840635e-2
Trapezoid,88,1.819465e-2
Trapezoid,89,1.798777e-2
Trapezoid,90,1.778554e-2
Trapezoid,91,1.758781e-2
Trapezoid,92,1.739442e-2
Trapezoid,93,1.720524e-2
Trapezoid,94,1.702014e-2
Trapezoid,95,1.683897e-2
Trapezoid,96,1.666162e-2
Trapezoid,97,1.648797e-2
Trapezoid,98,1.631789e-2
Trapezoid,99,1.615130e-2
Trapezoid,100,1.598807e-2
Trapezoid,101,1.582810e-2
Trapezoid,102,1.567130e-2
Trapezoid,103,1.551759e-2
Trapezoid,104,1.536685e-2
Trapezoid,105,1.521902e-2
Trapezoid,106,1.507400e-2
Trapezoid,107,1.493173e-2
Trapezoid,108,1.479211e-2
Trapezoid,109,1.465508e-2
Trapezoid,110,1.452056e-2
Trapezoid,111,1.438849e-2
Trapezoid,112,1.425881e-2
Trapezoid,113,1.413144e-2
Trapezoid,114,1.400632e-2
Trapezoid,115,1.388340e-2
Trapezoid,116,1.376262e-2
Trapezoid,117,1.364392e-2
Trapezoid,118,1.352726e-2
Trapezoid,119,1.341257e-2
Trapezoid,120,1.329981e-2
Trapezoid,121,1.318893e-2
Trapezoid,122,1.307988e-2
Trapezoid,123,1.297262e-2
Trapezoid,124,1.286711e-2
Trapezoid,125,1.276330e-2
Trapezoid,126,1.266115e-2
Trapezoid,127,1.256062e-2
Trapezoid,128,1.246168e-2
Trapezoid,129,1.236428e-2
